EmployeeId,Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,experience_level,Income_JobLevel,YearsAtCompany_JobSatisfaction,Age_WorkLifeBalance,Kelompok_Usia
29,2.4173837275536876,0.0,0.03846150031869295,-0.3939381836990763,2,1,2,52,3,1,3,-0.9000449698692283,25657,8,17,3,4,80,0,-0.5502079870438897,2,2,-0.8177339465973219,2,2,2,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,-0.6394898579375713,-0.6810851768946748,-0.6781456816191486,0.4456311035954417,Veteran
30,1.103361511540898,0.0,0.925980098832914,2.0739464531542895,4,1,4,98,3,5,3,2.7951712624259053,5220,3,11,3,3,80,1,2.0211025866471544,2,3,-0.32789331844000197,2,1,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2.9174113708759735,3.38007234379715,-0.21212306745847248,1.078955509335748,Senior
31,-0.10115885313749257,0.0,1.54327655422409,0.59321567104227,1,1,3,68,3,2,4,0.01765032696722051,4821,0,17,3,1,80,1,0.7354472998016324,2,2,1.4681889848035046,8,4,11,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.11079399501528588,-0.21987356339432226,2.3251111651940977,-0.8210177078851706,Paruh Baya
32,-0.7581699611438873,0.0,0.12523007838572572,-0.270543951856408,4,1,3,49,3,2,3,-0.6399711001475767,11309,1,13,3,1,80,3,-0.16451140099023315,4,2,0.48850772848886465,7,8,9,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,-0.27824207688619557,-0.481670893753532,0.5645812894759877,-1.1514478326192434,Paruh Baya
33,0.11784484953130571,0.0,-0.9159928584186676,-1.0109093429124179,3,1,3,37,4,1,3,-0.7774447878190707,6004,1,13,3,4,80,1,-0.5502079870438897,2,4,-0.0013328996684553085,6,5,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,-0.6394898579375713,-0.6566817746947937,0.09855867531531162,1.3818497903419813,Paruh Baya
34,-0.9771736638126857,1.0,1.7192928125886422,-1.0109093429124179,3,1,1,92,3,1,3,-0.7636336754564013,15747,3,15,3,4,80,1,-0.8073390444129942,3,4,-0.6544537372115486,2,1,2,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,-0.6950664396377829,-0.6539326912580654,-0.5228048102322566,0.2804160412284053,Muda
35,-0.6486681098094882,0.0,-1.5134564959659504,-0.8875151110697495,4,1,3,32,3,1,4,-0.8091041069273436,7747,0,18,3,2,80,1,-1.0644701017820986,2,1,-0.8177339465973219,2,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,-0.7506430213379945,-0.6629835198036018,-0.5745851006945539,-1.949987300726586,Paruh Baya
36,-0.10115885313749257,0.0,0.10539726054183252,-1.0109093429124179,5,1,4,45,3,2,4,0.03188639663335667,15276,4,15,3,2,80,0,-0.5502079870438897,6,3,-0.9810141559830953,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,-0.4449718219868305,-0.21420622215552837,-0.7817062625437433,0.17027266631704774,Paruh Baya
37,-0.5391662584750891,0.0,-0.9308674718015876,-1.0109093429124179,3,1,1,33,3,2,4,-0.0724406213677307,10877,1,22,4,2,80,1,-0.2930769296747854,3,3,0.32522751910309133,8,7,8,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,-0.33381865858640725,-0.25573852884579396,0.8752630322497719,-0.16015745841702506,Paruh Baya
38,0.6653541062033014,0.0,0.4648670839623969,2.197340684996958,3,1,4,87,4,1,2,-0.3456881674968516,5855,5,12,3,3,80,1,-0.42164245835933756,0,3,-0.16461310905422863,4,0,2,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,-0.6117015670874655,-0.5707411971035313,-0.3674639388453645,0.7485253846016751,Senior
39,-0.9771736638126857,0.0,-1.6919518565609895,-0.6407266473844129,3,1,2,43,3,2,3,-0.48486168438221255,8863,1,15,3,2,80,0,-0.8073390444129942,3,4,-0.32789331844000197,4,0,4,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,-0.5561249853872537,-0.4199222504054793,-0.21212306745847248,0.2804160412284053,Muda
40,-0.6486681098094882,1.0,-1.3721476688282115,-0.3939381836990763,4,1,2,76,1,2,3,-0.07031583485039695,20739,4,18,3,2,80,0,0.09261965637887129,3,2,-0.0013328996684553085,7,7,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,-0.16708891348577232,-0.2548926570191083,0.09855867531531162,-1.0963761451635645,Paruh Baya
41,1.4318670655440953,0.0,-1.206047819385606,-0.14714972001373974,4,1,4,54,3,1,2,-0.5583792978819605,9983,7,15,3,4,80,1,-0.9359045730975464,2,3,-0.8177339465973219,2,2,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,-0.7228547304878887,-0.6130770820291483,-0.7817062625437433,1.3267781028863024,Veteran
42,0.22734670086570485,0.0,0.8168996006915014,-1.0109093429124179,3,1,3,48,4,3,4,0.6608232057641482,10942,0,17,3,1,80,3,0.9925783571707368,5,2,1.794749403575051,10,3,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7499246845677198,0.44274013203988444,2.7393534888924767,-0.6558026455181342,Paruh Baya
43,-0.2106607044718917,0.0,0.016149580244313087,0.8400041347276065,3,1,1,84,4,1,2,-0.8662608642436216,16479,0,13,3,3,80,1,-0.678773515728442,5,3,-0.32789331844000197,4,0,3,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,-0.6672781487876771,-0.6743604958725239,-0.4710245197699592,0.08766513513352954,Paruh Baya
44,-0.5391662584750891,0.0,-1.0498643788649469,-0.5173324155417446,2,1,2,48,3,2,2,0.0044766505597512276,8891,1,14,3,4,80,1,-0.16451140099023315,3,3,0.48850772848886465,8,5,3,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,-0.27824207688619557,-0.22511796871977333,0.046778384853014277,-0.16015745841702506,Paruh Baya
45,-1.1961773664814839,1.0,1.3077618423278583,1.456975293940948,3,1,1,37,3,1,3,-0.8766723181785571,19373,1,20,4,3,80,1,-1.3216011591512031,0,2,-0.9810141559830953,1,0,0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,-0.8062196030382062,-0.6764328818479037,-0.8334865530060407,-1.3717345824419584,Muda
46,-0.7581699611438873,0.0,-1.275462681839232,-0.8875151110697495,3,1,3,99,2,2,4,-0.4995227113518155,15830,1,19,3,1,80,3,-0.03594587230568093,3,3,0.651787937874638,10,10,8,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,-0.22266549518598394,-0.4257587660096103,1.2895053559481506,-0.3253725207840614,Paruh Baya
47,0.11784484953130571,0.0,-1.1341538547014929,0.09963874367159682,2,1,1,100,3,2,4,-0.24646063713736524,5982,1,11,3,3,80,1,-0.16451140099023315,1,3,0.48850772848886465,7,1,9,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,-0.27824207688619557,-0.325015431451349,1.0823841940989611,0.3354877286840841,Paruh Baya
48,-0.7581699611438873,0.0,-1.1713403881587927,-1.0109093429124179,3,1,3,46,3,1,3,-0.9431781361711036,15428,0,21,4,1,80,1,-0.678773515728442,3,4,-0.32789331844000197,3,1,3,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,-0.6672781487876771,-0.6896707759355343,-0.21212306745847248,0.5007027910511205,Paruh Baya
49,0.11784484953130571,0.0,-1.4539580424342708,1.7037637576262845,3,1,4,44,2,3,3,0.6423375630633446,8787,0,21,4,2,80,0,-0.16451140099023315,2,3,0.32522751910309133,7,1,8,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,-0.0003591683851373997,0.43170150470163665,0.4092404180890957,0.3354877286840841,Paruh Baya
50,-1.7436866231534796,0.0,1.3399901713241846,1.5803695257836163,1,1,3,49,3,1,3,-0.6493201608238452,24444,1,11,3,3,80,0,-1.0644701017820986,2,3,-0.6544537372115486,2,1,2,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,-0.7506430213379945,-0.6311787391202213,-0.5228048102322566,-1.0688403014357253,Muda
51,-0.2106607044718917,0.0,0.3657029947429309,-0.270543951856408,3,1,3,59,3,3,3,0.7900102260180405,18869,3,21,4,2,80,0,0.7354472998016324,3,4,0.16194730971731802,5,1,6,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,0.5831949394670848,0.519883642633616,0.25389954670220366,1.0514196656079084,Paruh Baya
52,1.4318670655440953,0.0,-1.3349611353709117,-0.02375548817107146,3,1,3,59,3,5,3,2.7256907433090913,19519,4,16,3,3,80,1,2.0211025866471544,2,3,-0.9810141559830953,0,0,0,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,2.9174113708759735,3.310922321965598,-0.8334865530060407,1.3267781028863024,Veteran
53,-0.3201625558062908,0.0,-0.9333465740320742,0.09963874367159682,4,1,3,42,4,2,4,-0.3779849225603247,17000,1,13,3,1,80,1,-0.2930769296747854,3,3,0.32522751910309133,7,7,2,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,-0.33381865858640725,-0.3773748975231909,0.8752630322497719,0.005057603950011342,Paruh Baya
54,-1.1961773664814839,0.0,1.677148074670369,-1.0109093429124179,3,1,3,84,3,2,2,-0.02250813821038746,26767,1,20,4,1,80,1,-0.678773515728442,6,1,-0.16461310905422863,5,1,4,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.5005484036870421,-0.2358605409186811,-0.3674639388453645,-2.087666519365783,Muda
55,-0.6486681098094882,1.0,-0.6928736576748691,-0.8875151110697495,3,1,2,94,3,1,4,-0.5908885315971669,21081,6,13,3,3,80,1,-0.5502079870438897,2,1,-0.8177339465973219,2,2,2,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,-0.6394898579375713,-0.6195480015032936,-0.5745851006945539,-1.949987300726586,Paruh Baya
56,-0.7581699611438873,0.0,-1.3919804866721046,-0.270543951856408,3,1,2,48,2,1,2,-0.9268172799876336,5348,1,12,3,2,80,1,-0.678773515728442,3,2,-0.16461310905422863,4,1,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,-0.6672781487876771,-0.6864141694027944,-0.3674639388453645,-1.1514478326192434,Paruh Baya
57,-0.5391662584750891,0.0,0.6433624445574357,-0.8875151110697495,3,1,3,75,3,1,2,-0.8781596687406906,3956,1,13,3,3,80,1,-0.42164245835933756,4,3,0.16194730971731802,0,0,7,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.6117015670874655,-0.6767289369872437,-0.1603427769961751,-0.16015745841702506,Paruh Baya
58,-0.5391662584750891,0.0,0.3136418479027112,0.09963874367159682,3,1,4,55,3,2,4,-0.23519926859549636,21703,1,12,3,4,80,0,-0.16451140099023315,2,2,0.48850772848886465,7,0,8,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,-0.27824207688619557,-0.320532310769915,1.0823841940989611,-1.0413044577078858,Paruh Baya
59,-0.3201625558062908,0.0,1.2408260821047186,-0.8875151110697495,4,1,4,62,2,1,3,-0.7935931653508072,8416,3,12,3,3,80,1,0.34975071374797573,3,3,-0.0013328996684553085,3,5,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,-0.4449718219868305,-0.6598960876361992,0.09855867531531162,0.005057603950011342,Paruh Baya
60,-0.42966440714069,0.0,-0.6185005907602695,-0.5173324155417446,4,1,4,74,3,3,2,1.1420873519402437,23364,6,11,3,2,80,2,0.09261965637887129,2,3,0.48850772848886465,6,8,8,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.16637057671549751,0.7301250851563352,0.046778384853014277,-0.07754992723350686,Paruh Baya
61,1.103361511540898,0.0,0.44751336834899036,-0.8875151110697495,2,1,1,65,3,2,4,-0.3044673090605768,7389,5,13,3,3,80,3,1.121143885855289,2,3,-0.32789331844000197,0,0,4,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.2775237401159208,-0.34810773231986736,0.046778384853014277,1.078955509335748,Senior
62,-0.2106607044718917,0.0,-0.3532366520981979,-0.270543951856408,1,1,4,76,3,1,3,-0.8709353945817558,16192,1,13,3,1,80,1,-1.3216011591512031,3,3,-0.9810141559830953,0,0,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,-0.8062196030382062,-0.6752909548818781,-0.8334865530060407,0.08766513513352954,Paruh Baya
63,-0.7581699611438873,0.0,0.293809030058818,-1.0109093429124179,3,1,4,38,1,1,3,-0.5673034012547623,24375,3,21,4,3,80,2,-0.5502079870438897,2,3,-0.8177339465973219,2,0,2,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,-0.6394898579375713,-0.6148534128651881,-0.6781456816191486,-0.3253725207840614,Paruh Baya
64,2.3078818762192883,0.0,0.8491279296878278,-0.02375548817107146,3,1,2,75,2,1,2,-0.6707805046489161,11873,4,20,4,2,80,1,-0.2930769296747854,3,2,-0.9810141559830953,0,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,-0.5839132762373596,-0.6354503918449839,-0.885266843468338,0.3905594161397629,Veteran
65,0.008342998196906572,1.0,-0.4400052301652307,-1.0109093429124179,4,1,1,46,2,3,3,0.8724519428905902,14922,5,11,3,3,80,0,0.7354472998016324,2,1,1.141628566031958,1,11,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.5831949394670848,0.5691133829467211,1.1859447750235559,-1.7847722383595495,Paruh Baya
66,0.8843578088720997,0.0,0.5020536174196967,2.320734916839626,2,1,4,48,2,4,2,2.167509325205514,17119,1,11,3,3,80,0,1.2497094145398413,2,3,2.284590031732371,6,8,6,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,1.5002085375205767,2.0489238501419376,1.1859447750235559,0.9137404469687115,Senior
67,1.6508707682128936,0.0,-0.5391693193846967,2.4441291486822943,4,1,1,40,3,1,4,-0.6418834080131771,19788,2,15,3,2,80,2,0.6068817711170802,3,2,0.32522751910309133,8,0,0,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,-0.38939524028661887,-0.6296984634235214,0.8752630322497719,0.060129291405690136,Veteran
68,0.11784484953130571,0.0,1.4317169538521908,-0.02375548817107146,2,1,3,75,3,1,4,-0.8955829181828274,6319,1,12,3,3,80,0,-1.193035630466651,3,3,-0.8177339465973219,2,2,1,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.7784313121881004,-0.6801970114766549,-0.5745851006945539,0.3354877286840841,Paruh Baya
